CID,Odor dilution,EDIBLE,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_imidazole,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_piperdine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfone,fr_thiazole,fr_thiophene,fr_unbrch_alkane
7137,0,34.0,,23.5,,,,32.0,,,,,23.0,,,,,,,13.0,5.0,10.800182193247668,-0.354552206685143,10.800182193247668,0.354552206685143,0.5630448785130105,206.24099999999996,192.12899999999996,206.094294308,80.0,0.3076565377413188,-0.49282011396621794,0.49282011396621794,0.3076565377413188,1.3333333333333333,2.066666666666667,2.6,16.552241900016973,10.162566499961114,2.059647723479742,-2.0771515992107132,2.2804962195707748,-2.024741196327537,5.705566712300158,-0.1315075131020206,3.027161228440452,380.45366358976963,11.259148545064338,9.111496217339718,9.111496217339718,7.168233757796585,4.662137480221946,4.662137480221946,3.0039402824980943,3.0039402824980943,1.800485583652286,1.800485583652286,1.2194612697274516,1.2194612697274516,-1.77,2146.3457914852092,11.305585789871504,5.195357228632186,3.127418197891817,89.32006533274986,9.473725907600098,0.0,11.49902366656781,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,18.218407282129373,24.619922828310838,6.923737199690624,7.109797541277533,14.268263091671919,12.045325394785731,0.0,0.0,0.0,13.847474399381248,7.109797541277533,29.838572803915707,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,13.079102829229383,4.794537184071822,0.0,19.410925891078243,24.27512131221871,6.076020106833881,35.53,0.0,4.794537184071822,5.969305287951849,11.49902366656781,5.563451491696996,6.923737199690624,13.176164609739143,31.208511550281603,0.0,9.473725907600098,10.103458286092215,0.0,10.800182193247668,0.0,1.0048630007558579,0.644570998152348,5.397453703703704,3.875341710758377,3.297374627320064,1.5434221466364324,0.25,15.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.653600000000001,59.01100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7137,1,23.0,5.0,14.0,4.0,,,11.0,,,,,,,,,,,,29.0,39.0,10.800182193247668,-0.354552206685143,10.800182193247668,0.354552206685143,0.5630448785130105,206.24099999999996,192.12899999999996,206.094294308,80.0,0.3076565377413188,-0.49282011396621794,0.49282011396621794,0.3076565377413188,1.3333333333333333,2.066666666666667,2.6,16.552241900016973,10.162566499961114,2.059647723479742,-2.0771515992107132,2.2804962195707748,-2.024741196327537,5.705566712300158,-0.1315075131020206,3.027161228440452,380.45366358976963,11.259148545064338,9.111496217339718,9.111496217339718,7.168233757796585,4.662137480221946,4.662137480221946,3.0039402824980943,3.0039402824980943,1.800485583652286,1.800485583652286,1.2194612697274516,1.2194612697274516,-1.77,2146.3457914852092,11.305585789871504,5.195357228632186,3.127418197891817,89.32006533274986,9.473725907600098,0.0,11.49902366656781,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,18.218407282129373,24.619922828310838,6.923737199690624,7.109797541277533,14.268263091671919,12.045325394785731,0.0,0.0,0.0,13.847474399381248,7.109797541277533,29.838572803915707,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,13.079102829229383,4.794537184071822,0.0,19.410925891078243,24.27512131221871,6.076020106833881,35.53,0.0,4.794537184071822,5.969305287951849,11.49902366656781,5.563451491696996,6.923737199690624,13.176164609739143,31.208511550281603,0.0,9.473725907600098,10.103458286092215,0.0,10.800182193247668,0.0,1.0048630007558579,0.644570998152348,5.397453703703704,3.875341710758377,3.297374627320064,1.5434221466364324,0.25,15.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.653600000000001,59.01100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7144,1,,,15.0,,,,,,13.0,12.5,,12.0,15.0,,,,13.0,,,14.0,9.109953703703704,0.18805555555555586,9.109953703703704,0.18805555555555586,0.6397107129957215,138.16599999999997,128.08599999999998,138.06807956,54.0,0.1602383079639696,-0.5042546064276908,0.5042546064276908,0.1602383079639696,1.4,2.1,2.6,16.473988644002496,10.203302509063791,1.9734479445028763,-2.017552857189728,2.2487144348190746,-1.8295156526122591,5.405657689140642,0.3729221006181158,3.0906836464581975,230.69924244622516,7.560477932315068,6.087512693532699,6.087512693532699,4.736382105218448,3.074013105158359,3.074013105158359,2.175303162876071,2.175303162876071,1.3352245969680763,1.3352245969680763,0.7848439686222126,0.7848439686222126,-1.18,190.28823830466132,6.933378684807257,2.60339789453191,1.2095233527616807,60.06906632999306,9.843390348640755,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06636706846161,24.619922828310838,0.0,7.109797541277533,9.843390348640755,0.0,0.0,0.0,0.0,6.923737199690624,7.109797541277533,23.762552697081826,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,12.216324936118239,0.0,6.923737199690624,5.563451491696996,18.19910120538483,0.0,29.46,0.0,0.0,5.749511833283905,5.749511833283905,5.563451491696996,7.109797541277533,12.13273413692322,12.990104268152233,0.0,9.843390348640755,4.875787037037037,0.0,0.0,9.109953703703704,1.0783796296296297,0.715833333333334,5.237453703703704,0.0,1.946388888888889,1.5362037037037037,0.25,10.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.7092199999999997,39.39580000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7144,0,13.0,8.0,16.0,,16.0,18.0,14.5,13.0,14.5,18.5,14.0,16.0,17.5,5.0,11.0,11.0,27.0,,,25.0,9.109953703703704,0.18805555555555586,9.109953703703704,0.18805555555555586,0.6397107129957215,138.16599999999997,128.08599999999998,138.06807956,54.0,0.1602383079639696,-0.5042546064276908,0.5042546064276908,0.1602383079639696,1.4,2.1,2.6,16.473988644002496,10.203302509063791,1.9734479445028763,-2.017552857189728,2.2487144348190746,-1.8295156526122591,5.405657689140642,0.3729221006181158,3.0906836464581975,230.69924244622516,7.560477932315068,6.087512693532699,6.087512693532699,4.736382105218448,3.074013105158359,3.074013105158359,2.175303162876071,2.175303162876071,1.3352245969680763,1.3352245969680763,0.7848439686222126,0.7848439686222126,-1.18,190.28823830466132,6.933378684807257,2.60339789453191,1.2095233527616807,60.06906632999306,9.843390348640755,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06636706846161,24.619922828310838,0.0,7.109797541277533,9.843390348640755,0.0,0.0,0.0,0.0,6.923737199690624,7.109797541277533,23.762552697081826,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,12.216324936118239,0.0,6.923737199690624,5.563451491696996,18.19910120538483,0.0,29.46,0.0,0.0,5.749511833283905,5.749511833283905,5.563451491696996,7.109797541277533,12.13273413692322,12.990104268152233,0.0,9.843390348640755,4.875787037037037,0.0,0.0,9.109953703703704,1.0783796296296297,0.715833333333334,5.237453703703704,0.0,1.946388888888889,1.5362037037037037,0.25,10.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.7092199999999997,39.39580000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7147,1,,,,,,,,,,,,,,,,,,,,,9.32925925925926,-0.2905555555555559,9.32925925925926,0.2905555555555559,0.6599404909081104,136.19399999999996,124.09799999999997,136.088815004,54.0,0.07869808075740975,-0.38843256146778943,0.38843256146778943,0.07869808075740975,1.3,1.9,2.4,16.26596532252184,10.088290226270125,2.002947915014679,-2.0524892984794265,2.136234940460462,-1.925565229337805,5.162698502270682,0.17346131502869197,2.746978188530898,181.1795714166762,7.397341225498538,6.1184219918242615,6.1184219918242615,4.842535255101096,3.5729126985153443,3.5729126985153443,2.33472966892739,2.33472966892739,1.5710442813743373,1.5710442813743373,0.9108902392647048,0.9108902392647048,-0.8200000000000001,237.587417309747,7.288932461873639,3.3737941826863076,1.5785944584266869,61.32046321488279,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.255572541998674,11.984273114623004,0.0,6.103966387748303,5.106527394840706,0.0,0.0,0.0,0.0,19.448525210364934,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,25.01197670206193,30.33183534230805,0.0,20.23,0.0,5.106527394840706,6.103966387748303,0.0,11.984273114623004,0.0,0.0,37.255572541998674,0.0,0.0,0.0,0.0,0.0,9.32925925925926,1.0046296296296298,0.0,9.705,0.49120370370370336,1.9699074074074074,0.0,0.3333333333333333,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.1300000000000003,41.69280000000002,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7147,0,,,21.0,,,,,,,,,,,,,,,,,32.0,9.32925925925926,-0.2905555555555559,9.32925925925926,0.2905555555555559,0.6599404909081104,136.19399999999996,124.09799999999997,136.088815004,54.0,0.07869808075740975,-0.38843256146778943,0.38843256146778943,0.07869808075740975,1.3,1.9,2.4,16.26596532252184,10.088290226270125,2.002947915014679,-2.0524892984794265,2.136234940460462,-1.925565229337805,5.162698502270682,0.17346131502869197,2.746978188530898,181.1795714166762,7.397341225498538,6.1184219918242615,6.1184219918242615,4.842535255101096,3.5729126985153443,3.5729126985153443,2.33472966892739,2.33472966892739,1.5710442813743373,1.5710442813743373,0.9108902392647048,0.9108902392647048,-0.8200000000000001,237.587417309747,7.288932461873639,3.3737941826863076,1.5785944584266869,61.32046321488279,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.255572541998674,11.984273114623004,0.0,6.103966387748303,5.106527394840706,0.0,0.0,0.0,0.0,19.448525210364934,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,25.01197670206193,30.33183534230805,0.0,20.23,0.0,5.106527394840706,6.103966387748303,0.0,11.984273114623004,0.0,0.0,37.255572541998674,0.0,0.0,0.0,0.0,0.0,9.32925925925926,1.0046296296296298,0.0,9.705,0.49120370370370336,1.9699074074074074,0.0,0.3333333333333333,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.1300000000000003,41.69280000000002,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7150,1,,,,,,,,,,,,,,,,,,,,,10.791203703703705,-0.2911111111111109,10.791203703703705,0.2911111111111109,0.546322425537599,136.14999999999998,128.08599999999998,136.052429496,52.0,0.33734142683544294,-0.4654175231959395,0.4654175231959395,0.33734142683544294,1.3,1.9,2.4,16.523255021680306,10.213460704055969,2.000367252300609,-1.9490312776571546,1.9831694841140397,-1.9899272454702739,5.885796167027513,0.0600517955700555,2.8526279288191434,215.9590174505521,7.397341225498538,5.703247926875856,5.703247926875856,4.842535255101096,2.977180183450686,2.977180183450686,1.8576070275816354,1.8576070275816354,1.1948867346934546,1.1948867346934546,0.6920867462383864,0.6920867462383864,-1.31,237.587417309747,6.805074798619103,3.011779444695785,1.34501586290279,59.43635467784082,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,18.19910120538483,12.13273413692322,0.0,12.673249032974528,9.53140013787187,5.969305287951849,0.0,0.0,0.0,0.0,7.109797541277533,35.89528683400505,0.0,0.0,0.0,0.0,0.0,13.079102829229383,4.736862953800049,0.0,10.357988675768818,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,5.563451491696996,0.0,7.109797541277533,24.26546827384644,6.06636706846161,4.736862953800049,0.0,4.497314814814814,0.0,10.791203703703705,0.0,0.5879629629629632,-0.2911111111111109,8.877592592592592,0.0,0.0,1.3703703703703702,0.125,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.4732,37.781500000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7150,0,,,,,,,,,,,,,,,,,,,,,10.791203703703705,-0.2911111111111109,10.791203703703705,0.2911111111111109,0.546322425537599,136.14999999999998,128.08599999999998,136.052429496,52.0,0.33734142683544294,-0.4654175231959395,0.4654175231959395,0.33734142683544294,1.3,1.9,2.4,16.523255021680306,10.213460704055969,2.000367252300609,-1.9490312776571546,1.9831694841140397,-1.9899272454702739,5.885796167027513,0.0600517955700555,2.8526279288191434,215.9590174505521,7.397341225498538,5.703247926875856,5.703247926875856,4.842535255101096,2.977180183450686,2.977180183450686,1.8576070275816354,1.8576070275816354,1.1948867346934546,1.1948867346934546,0.6920867462383864,0.6920867462383864,-1.31,237.587417309747,6.805074798619103,3.011779444695785,1.34501586290279,59.43635467784082,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,18.19910120538483,12.13273413692322,0.0,12.673249032974528,9.53140013787187,5.969305287951849,0.0,0.0,0.0,0.0,7.109797541277533,35.89528683400505,0.0,0.0,0.0,0.0,0.0,13.079102829229383,4.736862953800049,0.0,10.357988675768818,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,5.563451491696996,0.0,7.109797541277533,24.26546827384644,6.06636706846161,4.736862953800049,0.0,4.497314814814814,0.0,10.791203703703705,0.0,0.5879629629629632,-0.2911111111111109,8.877592592592592,0.0,0.0,1.3703703703703702,0.125,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.4732,37.781500000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7151,1,,,,,,,,,15.0,13.0,22.0,,37.0,,,,,,,18.0,10.751203703703704,-0.3536111111111111,10.751203703703704,0.3536111111111111,0.5388895828087218,137.138,130.082,137.047678464,52.0,0.3389216292564587,-0.4653769298155801,0.4653769298155801,0.3389216292564587,1.7,2.5,3.0,16.523286566554816,10.285751726230774,2.0106044664289864,-1.9430137951819422,1.9570469887582969,-1.9992043177937004,5.882099099166219,0.060003165175253774,2.8526279288191434,220.30753299614886,7.397341225498538,5.573111253186188,5.573111253186188,4.842535255101096,2.8269112962783414,2.8269112962783414,1.7332820233287707,1.7332820233287707,1.0826346035095742,1.0826346035095742,0.6013560098889985,0.6013560098889985,-1.38,237.587417309747,6.7360092807424605,2.9608875695574928,1.3128403334329586,58.65600265878734,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.9839785209472085,4.794537184071822,0.0,0.0,0.0,12.13273413692322,12.393687143226153,12.673249032974528,9.53140013787187,5.969305287951849,0.0,4.9839785209472085,0.0,0.0,7.109797541277533,30.089872771846366,0.0,0.0,0.0,0.0,0.0,18.063081350176592,4.736862953800049,0.0,10.357988675768818,24.52642128014937,0.0,39.19,0.0,4.794537184071822,5.969305287951849,5.563451491696996,0.0,13.30664111289061,18.329577708536295,0.0,9.720841474747257,0.0,4.457314814814815,0.0,14.504074074074074,0.0,0.4768518518518523,-0.3536111111111111,3.3383796296296295,3.0677314814814816,0.0,1.3425925925925926,0.14285714285714285,10.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.8681999999999999,35.5765,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7151,0,,,19.0,,,,,,20.0,,22.0,,18.0,,13.0,,15.5,,,33.0,10.751203703703704,-0.3536111111111111,10.751203703703704,0.3536111111111111,0.5388895828087218,137.138,130.082,137.047678464,52.0,0.3389216292564587,-0.4653769298155801,0.4653769298155801,0.3389216292564587,1.7,2.5,3.0,16.523286566554816,10.285751726230774,2.0106044664289864,-1.9430137951819422,1.9570469887582969,-1.9992043177937004,5.882099099166219,0.060003165175253774,2.8526279288191434,220.30753299614886,7.397341225498538,5.573111253186188,5.573111253186188,4.842535255101096,2.8269112962783414,2.8269112962783414,1.7332820233287707,1.7332820233287707,1.0826346035095742,1.0826346035095742,0.6013560098889985,0.6013560098889985,-1.38,237.587417309747,6.7360092807424605,2.9608875695574928,1.3128403334329586,58.65600265878734,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.9839785209472085,4.794537184071822,0.0,0.0,0.0,12.13273413692322,12.393687143226153,12.673249032974528,9.53140013787187,5.969305287951849,0.0,4.9839785209472085,0.0,0.0,7.109797541277533,30.089872771846366,0.0,0.0,0.0,0.0,0.0,18.063081350176592,4.736862953800049,0.0,10.357988675768818,24.52642128014937,0.0,39.19,0.0,4.794537184071822,5.969305287951849,5.563451491696996,0.0,13.30664111289061,18.329577708536295,0.0,9.720841474747257,0.0,4.457314814814815,0.0,14.504074074074074,0.0,0.4768518518518523,-0.3536111111111111,3.3383796296296295,3.0677314814814816,0.0,1.3425925925925926,0.14285714285714285,10.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.8681999999999999,35.5765,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7165,1,,,36.0,,,,,,,,,,,,,,,,,,11.022453703703704,-0.25638888888888856,11.022453703703704,0.25638888888888856,0.601336802799046,150.177,140.09699999999998,150.06807956,58.0,0.33760712680806904,-0.4623913259160252,0.4623913259160252,0.33760712680806904,1.3636363636363635,2.0,2.5454545454545454,16.532103157596104,10.212187978618477,2.019198474009744,-1.987226026140368,1.9941874717395576,-2.030087655857122,5.887018454012597,0.05261480506602846,2.6930079504145,228.57786591623355,8.104448006685086,6.410354708062404,6.410354708062404,5.342535255101096,3.5647138087681833,3.5647138087681833,2.0864955842419235,2.0864955842419235,1.2849232447891443,1.2849232447891443,0.788663298121544,0.788663298121544,-1.31,380.17580046477946,7.793199174406604,3.7604813030666033,2.075224641853074,65.80129679223742,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,18.19910120538483,19.056471336613843,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,0.0,0.0,6.923737199690624,6.606881964512918,35.89528683400505,0.0,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,0.0,17.28172587545944,30.33183534230805,0.0,26.3,0.0,4.794537184071822,5.969305287951849,12.170333456209914,0.0,0.0,19.056471336613843,18.19910120538483,0.0,4.736862953800049,4.788981481481482,0.0,11.022453703703704,0.0,0.6058796296296298,-0.25638888888888856,8.955574452003024,0.0,2.216832955404384,0.0,0.2222222222222222,11.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.8633,42.39850000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
